,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
740,DODOUSDT,BAKEUSDT,0.0062,-4.0462,-3.367,0.3729,19
1949,ORDIUSDT,CVXUSDT,0.0351,-3.4702,-3.367,0.6674,19
1794,MANAUSDT,ANTUSDT,0.0378,-3.4433,-3.367,0.4859,19
1063,JOEUSDT,1000BONKUSDT,0.0,-13.4931,-3.367,537.137,19
1778,MAGICUSDT,UNIUSDT,0.0,-5.8744,-3.367,0.1517,19
991,ICXUSDT,ZENUSDT,0.0009,-4.57,-3.367,0.0076,19
823,ENSUSDT,OMGUSDT,0.0093,-3.9212,-3.367,3.5591,19
729,DENTUSDT,1000FLOKIUSDT,0.0412,-3.4109,-3.367,0.0704,19
1749,MAGICUSDT,QTUMUSDT,0.0,-5.7735,-3.367,0.2111,19
1984,QTUMUSDT,HOOKUSDT,0.0198,-3.6735,-3.367,4.4909,19
311,ANTUSDT,RNDRUSDT,0.0001,-5.2015,-3.367,1.7965,19
376,BATUSDT,1INCHUSDT,0.0046,-4.1303,-3.367,0.5155,19
1987,QTUMUSDT,RDNTUSDT,0.0425,-3.3982,-3.367,26.4027,19
721,DARUSDT,TWTUSDT,0.0371,-3.4499,-3.367,0.2285,19
322,APEUSDT,LRCUSDT,0.0169,-3.7264,-3.367,5.4228,19
1723,MAGICUSDT,LITUSDT,0.0,-5.7811,-3.367,0.7928,19
1079,JOEUSDT,AMBUSDT,0.0,-12.1832,-3.367,47.2569,19
304,ANTUSDT,MASKUSDT,0.0006,-4.6958,-3.367,0.7941,19
336,ARBUSDT,GRTUSDT,0.0004,-4.7683,-3.367,2.5437,19
428,BLURUSDT,KSMUSDT,0.021,-3.654,-3.367,0.0019,19
626,CELRUSDT,ETHWUSDT,0.0172,-3.7204,-3.367,0.0144,19
1458,LEVERUSDT,PEOPLEUSDT,0.0225,-3.6305,-3.367,0.021,19
849,ETHWUSDT,MASKUSDT,0.0099,-3.9008,-3.367,0.7339,19
1358,LEVERUSDT,BTCUSDT,0.0235,-3.6152,-3.367,0.0,19
1326,LEVERUSDT,AAVEUSDT,0.0254,-3.5878,-3.367,0.0,19
854,FETUSDT,RENUSDT,0.0109,-3.8712,-3.367,0.5509,19
140,1INCHUSDT,RLCUSDT,0.0096,-3.9106,-3.367,1.2248,19
1306,LDOUSDT,ADAUSDT,0.0102,-3.8899,-3.367,1.2162,19
533,BLZUSDT,LUNA2USDT,0.0368,-3.4528,-3.367,0.0319,19
635,CELRUSDT,TWTUSDT,0.0426,-3.398,-3.367,0.0495,19
1298,KEYUSDT,RUNEUSDT,0.0073,-3.9937,-3.367,0.0007,19
632,CELRUSDT,SSVUSDT,0.0137,-3.7955,-3.367,0.003,19
630,CELRUSDT,HFTUSDT,0.0171,-3.7224,-3.367,0.1648,19
862,FLOWUSDT,ENSUSDT,0.0192,-3.6838,-3.367,0.2661,19
1285,KEYUSDT,FLOWUSDT,0.0436,-3.389,-3.367,0.0007,19
83,1000BONKUSDT,RDNTUSDT,0.0362,-3.4587,-3.367,0.0024,19
1259,KDAUSDT,RENUSDT,0.0044,-4.1479,-3.367,6.0341,19
616,CEEKUSDT,DYDXUSDT,0.0279,-3.5545,-3.367,0.0138,19
559,BLZUSDT,SWEATUSDT,0.0017,-4.4147,-3.367,7.4459,19
1242,JOEUSDT,XMRUSDT,0.0,-12.9695,-3.367,0.0021,19
2120,TWTUSDT,1000FLOKIUSDT,0.0118,-3.8451,-3.367,48.8103,19
1236,JOEUSDT,UNIUSDT,0.0,-13.3632,-3.367,0.0338,19
1232,JOEUSDT,TRXUSDT,0.0,-12.687,-3.367,4.4193,19
2144,UNIUSDT,TUSDT,0.0329,-3.4938,-3.367,405.5318,19
2149,VETUSDT,IMXUSDT,0.0189,-3.6904,-3.367,0.0251,19
2156,XLMUSDT,ONEUSDT,0.0298,-3.53,-3.367,1.3922,19
919,GRTUSDT,BSVUSDT,0.0075,-3.9882,-3.367,0.0048,19
914,GMXUSDT,LTCUSDT,0.0202,-3.6662,-3.367,0.3609,19
1217,JOEUSDT,SHIB1000USDT,0.0,-12.2148,-3.367,35.9302,19
2069,STORJUSDT,CELRUSDT,0.0264,-3.574,-3.367,17.235,19
434,BLURUSDT,ROSEUSDT,0.001,-4.5536,-3.367,2.3108,19
120,1000LUNCUSDT,LQTYUSDT,0.0347,-3.4743,-3.367,0.1404,19
1561,LPTUSDT,IDUSDT,0.0048,-4.1224,-3.367,72.7502,19
966,HIGHUSDT,RDNTUSDT,0.0005,-4.7328,-3.367,6.8286,19
677,CRVUSDT,HNTUSDT,0.0342,-3.4797,-3.367,0.1993,19
1579,LPTUSDT,TWTUSDT,0.0022,-4.3409,-3.367,19.4812,19
453,BLZUSDT,AUDIOUSDT,0.0046,-4.1325,-3.367,0.0701,19
2063,STORJUSDT,1INCHUSDT,0.0001,-5.2684,-3.367,0.7795,19
1595,LRCUSDT,OMGUSDT,0.034,-3.4822,-3.367,0.1826,19
466,BLZUSDT,CHZUSDT,0.0254,-3.5876,-3.367,0.2741,19
2053,SNXUSDT,CTKUSDT,0.0106,-3.8803,-3.367,4.0214,19
471,BLZUSDT,COTIUSDT,0.0003,-4.836,-3.367,0.3277,19
1570,LPTUSDT,RDNTUSDT,0.045,-3.3766,-3.367,103.7017,19
475,BLZUSDT,CVCUSDT,0.0004,-4.817,-3.367,0.2971,19
1583,LPTUSDT,ZRXUSDT,0.0095,-3.9134,-3.367,63.3465,19
437,BLZUSDT,10000NFTUSDT,0.0008,-4.6138,-3.367,6.0822,19
967,HIGHUSDT,RLCUSDT,0.0448,-3.3788,-3.367,1.3988,19
955,HFTUSDT,TRUUSDT,0.0079,-3.97,-3.367,8.4922,19
429,BLURUSDT,LITUSDT,0.045,-3.3771,-3.367,0.254,19
2057,SSVUSDT,DYDXUSDT,0.0189,-3.6902,-3.367,2.281,19
827,ENSUSDT,TRUUSDT,0.0005,-4.7162,-3.367,547.7316,19
97,1000FLOKIUSDT,CELRUSDT,0.0384,-3.4373,-3.367,0.381,19
658,COREUSDT,SUIUSDT,0.0271,-3.5639,-3.367,2.2992,19
2022,RNDRUSDT,SUIUSDT,0.0449,-3.3778,-3.367,4.101,18
927,HBARUSDT,CTSIUSDT,0.02,-3.6711,-3.367,1.1792,18
262,ANKRUSDT,1000FLOKIUSDT,0.0163,-3.7391,-3.367,2.699,18
2166,ZILUSDT,AXSUSDT,0.0374,-3.4464,-3.367,0.0006,18
256,AMBUSDT,QNTUSDT,0.0274,-3.56,-3.367,0.0001,18
788,EGLDUSDT,FLRUSDT,0.0125,-3.8267,-3.367,9807.124,18
255,AMBUSDT,MATICUSDT,0.0273,-3.5612,-3.367,0.0043,18
31,10000LADYSUSDT,DGBUSDT,0.0013,-4.4793,-3.367,0.0248,18
251,ALPHAUSDT,ICXUSDT,0.0065,-4.0294,-3.367,0.5339,18
252,AMBUSDT,APTUSDT,0.0177,-3.7109,-3.367,0.0007,18
38,10000LADYSUSDT,FLRUSDT,0.0281,-3.5513,-3.367,0.0161,18
2068,STORJUSDT,CEEKUSDT,0.0161,-3.743,-3.367,8.8006,18
49,10000LADYSUSDT,IDUSDT,0.0169,-3.728,-3.367,0.0009,18
2043,SLPUSDT,COREUSDT,0.0304,-3.5232,-3.367,0.0159,18
2090,STORJUSDT,TRUUSDT,0.0018,-4.4012,-3.367,25.1949,18
1992,RADUSDT,DOTUSDT,0.0285,-3.5469,-3.367,0.0492,18
850,ETHWUSDT,OMGUSDT,0.0141,-3.7876,-3.367,0.6046,18
2073,STORJUSDT,ENJUSDT,0.0004,-4.786,-3.367,0.6034,18
853,FETUSDT,MKRUSDT,0.0344,-3.4778,-3.367,0.0002,18
1983,QTUMUSDT,HBARUSDT,0.0262,-3.5763,-3.367,27.1351,18
2056,SOLUSDT,TLMUSDT,0.0182,-3.7032,-3.367,780.411,18
2082,STORJUSDT,ILVUSDT,0.006,-4.0563,-3.367,0.0015,18
1968,PEOPLEUSDT,HIGHUSDT,0.0201,-3.6689,-3.367,0.0278,18
47,10000LADYSUSDT,ICPUSDT,0.0354,-3.4677,-3.367,0.0,18
65,10000LADYSUSDT,RUNEUSDT,0.04,-3.4217,-3.367,0.0,18
1956,ORDIUSDT,KEYUSDT,0.0224,-3.6317,-3.367,1343.3029,18
168,ADAUSDT,LQTYUSDT,0.0335,-3.4875,-3.367,0.9371,18
863,FLOWUSDT,ETHWUSDT,0.0412,-3.4103,-3.367,1.5722,18
2049,SNXUSDT,1000XECUSDT,0.0448,-3.3784,-3.367,103.5734,18
965,HIGHUSDT,LOOKSUSDT,0.0091,-3.9256,-3.367,1.0308,18
48,10000LADYSUSDT,ICXUSDT,0.0002,-4.9317,-3.367,0.001,18
1980,QTUMUSDT,AGLDUSDT,0.0357,-3.4638,-3.367,15.4513,18
906,GMTUSDT,IDUSDT,0.0216,-3.6436,-3.367,3.6361,18
1574,LPTUSDT,SSVUSDT,0.0056,-4.0734,-3.367,1.1927,18
657,COREUSDT,RENUSDT,0.0052,-4.0969,-3.367,2.9379,18
1530,LOOKSUSDT,KLAYUSDT,0.0373,-3.4475,-3.367,1.4085,18
390,BATUSDT,RLCUSDT,0.0338,-3.4845,-3.367,0.6405,18
393,BATUSDT,STORJUSDT,0.027,-3.566,-3.367,0.655,18
1160,JOEUSDT,IDEXUSDT,0.0,-12.3596,-3.367,7.0202,18
1231,JOEUSDT,TRUUSDT,0.0,-13.3216,-3.367,7.3017,18
1237,JOEUSDT,VETUSDT,0.0,-13.1277,-3.367,4.3889,18
1183,JOEUSDT,LQTYUSDT,0.0,-12.9979,-3.367,0.2662,18
1162,JOEUSDT,ILVUSDT,0.0,-12.5591,-3.367,0.0004,18
1552,LPTUSDT,CEEKUSDT,0.0384,-3.4368,-3.367,195.052,18
1105,JOEUSDT,CEEKUSDT,0.0,-13.3159,-3.367,2.5717,18
486,BLZUSDT,ENJUSDT,0.0034,-4.2225,-3.367,0.0379,18
1654,MAGICUSDT,CKBUSDT,0.0,-5.9778,-3.367,230.2311,18
1645,MAGICUSDT,BSVUSDT,0.0,-5.7875,-3.367,0.0187,18
774,DYDXUSDT,KDAUSDT,0.0371,-3.4499,-3.367,3.1015,18
419,BLURUSDT,BNXUSDT,0.0016,-4.4292,-3.367,1.1205,18
1619,MAGICUSDT,ALGOUSDT,0.0,-6.022,-3.367,1.2168,18
1617,MAGICUSDT,AGLDUSDT,0.0,-5.7769,-3.367,3.1257,18
689,CTSIUSDT,ADAUSDT,0.0407,-3.4155,-3.367,0.1643,18
613,C98USDT,OMGUSDT,0.0004,-4.7799,-3.367,0.2726,18
618,CEEKUSDT,TRUUSDT,0.0116,-3.8506,-3.367,2.8168,18
1614,MAGICUSDT,ACHUSDT,0.0,-5.7866,-3.367,83.1821,18
1118,JOEUSDT,CTSIUSDT,0.0,-13.2054,-3.367,1.6855,18
621,CELOUSDT,SWEATUSDT,0.0145,-3.7776,-3.367,224.0165,18
1719,MAGICUSDT,KSMUSDT,0.0,-5.8728,-3.367,0.0064,18
1577,LPTUSDT,TLMUSDT,0.016,-3.7446,-3.367,152.1167,18
1044,IOTXUSDT,ICXUSDT,0.0285,-3.546,-3.367,0.2637,18
1047,IOTXUSDT,LQTYUSDT,0.0086,-3.9448,-3.367,0.0701,18
284,ANTUSDT,ARBUSDT,0.0113,-3.859,-3.367,4.4482,18
1222,JOEUSDT,SSVUSDT,0.0,-13.0354,-3.367,0.0155,18
1026,INJUSDT,AVAXUSDT,0.0431,-3.3933,-3.367,0.0238,18
288,ANTUSDT,BSVUSDT,0.0039,-4.1844,-3.367,0.0596,18
1158,JOEUSDT,ICPUSDT,0.0,-13.1239,-3.367,0.0109,18
1389,LEVERUSDT,EOSUSDT,0.0341,-3.4808,-3.367,0.0003,18
645,CHZUSDT,GMTUSDT,0.0263,-3.575,-3.367,0.1865,18
1726,MAGICUSDT,LQTYUSDT,0.0,-5.7992,-3.367,1.1348,18
315,ANTUSDT,UNIUSDT,0.0003,-4.8193,-3.367,0.4601,18
328,API3USDT,LRCUSDT,0.0281,-3.5511,-3.367,2.0804,18
1194,JOEUSDT,MKRUSDT,0.0,-12.6454,-3.367,0.0003,18
1051,IOTXUSDT,SUIUSDT,0.0093,-3.9197,-3.367,0.1453,18
1827,MAVUSDT,STGUSDT,0.0231,-3.6207,-3.367,0.4997,18
1302,KEYUSDT,XRPUSDT,0.0173,-3.7186,-3.367,0.0054,18
355,ASTRUSDT,BAKEUSDT,0.0001,-5.0863,-3.367,0.2125,18
1773,MAGICUSDT,TRUUSDT,0.0,-5.8062,-3.367,30.6029,18
1772,MAGICUSDT,TRBUSDT,0.0,-5.8184,-3.367,0.0838,18
772,DYDXUSDT,HIGHUSDT,0.0153,-3.7603,-3.367,5.2425,18
656,COREUSDT,GFTUSDT,0.0256,-3.5848,-3.367,37.7571,18
1415,LEVERUSDT,IDEXUSDT,0.0314,-3.5117,-3.367,0.0246,18
1166,JOEUSDT,IOTAUSDT,0.0,-13.7435,-3.367,0.5443,17
1270,KEYUSDT,AUDIOUSDT,0.0418,-3.4052,-3.367,0.0045,17
1313,LDOUSDT,ETHWUSDT,0.0213,-3.6486,-3.367,0.3159,17
1312,LDOUSDT,ENJUSDT,0.0122,-3.8351,-3.367,0.7441,17
2101,SUSHIUSDT,TUSDT,0.012,-3.8393,-3.367,156.2995,17
2097,SUSHIUSDT,ARUSDT,0.046,-3.3679,-3.367,0.1312,17
2117,TUSDT,DYDXUSDT,0.0429,-3.3952,-3.367,0.0025,17
1263,KEYUSDT,1000BONKUSDT,0.0274,-3.5608,-3.367,7.3238,17
1172,JOEUSDT,KEYUSDT,0.0,-12.2697,-3.367,66.971,17
1219,JOEUSDT,SLPUSDT,0.0,-13.3051,-3.367,13.5746,17
1204,JOEUSDT,PEOPLEUSDT,0.0,-13.206,-3.367,6.6122,17
1220,JOEUSDT,SNXUSDT,0.0,-12.4805,-3.367,0.0724,17
2163,YGGUSDT,IOTAUSDT,0.028,-3.5529,-3.367,5.1433,17
2162,YGGUSDT,ENSUSDT,0.0271,-3.5646,-3.367,0.1202,17
2161,YGGUSDT,CEEKUSDT,0.0202,-3.6663,-3.367,24.1796,17
2155,XLMUSDT,KLAYUSDT,0.0351,-3.4703,-3.367,0.2901,17
2154,XLMUSDT,DENTUSDT,0.0105,-3.8832,-3.367,134.5082,17
2150,XEMUSDT,BSVUSDT,0.0369,-3.4521,-3.367,0.0012,17
1189,JOEUSDT,MASKUSDT,0.0,-13.5176,-3.367,0.0567,17
2147,VETUSDT,BNXUSDT,0.0354,-3.4671,-3.367,0.182,17
2145,UNIUSDT,YGGUSDT,0.03,-3.5275,-3.367,2.9471,17
1227,JOEUSDT,SWEATUSDT,0.0,-13.1741,-3.367,33.8772,17
1240,JOEUSDT,XEMUSDT,0.0,-13.2638,-3.367,3.6702,17
1330,LEVERUSDT,AGLDUSDT,0.0323,-3.5016,-3.367,0.0026,17
1241,JOEUSDT,XLMUSDT,0.0,-12.9444,-3.367,1.2719,17
934,HBARUSDT,LPTUSDT,0.0343,-3.4789,-3.367,0.0089,17
1315,LDOUSDT,JSTUSDT,0.0327,-3.4963,-3.367,34.5377,17
1907,NKNUSDT,FETUSDT,0.0282,-3.5498,-3.367,0.324,17
2077,STORJUSDT,GRTUSDT,0.0039,-4.1842,-3.367,3.1075,17
1340,LEVERUSDT,ARBUSDT,0.035,-3.4713,-3.367,0.0012,17
1699,MAGICUSDT,HNTUSDT,0.0,-5.8223,-3.367,0.093,17
986,ICXUSDT,BAKEUSDT,0.0034,-4.2185,-3.367,0.8593,17
1094,JOEUSDT,BANDUSDT,0.0,-12.5302,-3.367,0.1349,17
992,IDEXUSDT,1000XECUSDT,0.0407,-3.4153,-3.367,1.0743,17
1995,RENUSDT,CEEKUSDT,0.0198,-3.673,-3.367,3.5268,17
1725,MAGICUSDT,LPTUSDT,0.0,-5.8701,-3.367,0.0579,17
1070,JOEUSDT,AAVEUSDT,0.0,-13.1312,-3.367,0.0011,17
1758,MAGICUSDT,SFPUSDT,0.0,-5.7779,-3.367,1.4067,17
1055,IOTXUSDT,UNIUSDT,0.0001,-5.1361,-3.367,0.0088,17
1953,ORDIUSDT,HIGHUSDT,0.0002,-4.9546,-3.367,3.6162,17
1860,MTLUSDT,FETUSDT,0.0053,-4.0894,-3.367,4.5904,17
1875,MTLUSDT,RENUSDT,0.022,-3.6371,-3.367,2.5668,17
1880,MTLUSDT,SSVUSDT,0.0416,-3.4069,-3.367,0.0565,17
1884,MTLUSDT,TRUUSDT,0.0137,-3.7961,-3.367,26.7124,17
1899,NKNUSDT,BLURUSDT,0.0062,-4.0468,-3.367,0.1852,17
1933,OMGUSDT,DYDXUSDT,0.0367,-3.4538,-3.367,0.7569,17
1007,IDUSDT,SOLUSDT,0.0284,-3.5471,-3.367,0.0025,17
1686,MAGICUSDT,FLRUSDT,0.0,-5.8759,-3.367,77.951,17
2012,RLCUSDT,RNDRUSDT,0.0069,-4.0121,-3.367,0.4446,17
1685,MAGICUSDT,FLOWUSDT,0.0,-5.776,-3.367,0.1921,17
961,HIGHUSDT,GFTUSDT,0.0011,-4.5301,-3.367,44.2305,17
1468,LEVERUSDT,RUNEUSDT,0.0118,-3.8435,-3.367,0.0002,17
1141,JOEUSDT,FLOWUSDT,0.0,-13.1412,-3.367,0.0463,17
1515,LOOKSUSDT,1000FLOKIUSDT,0.0082,-3.9598,-3.367,48.4793,17
950,HFTUSDT,LQTYUSDT,0.0339,-3.4828,-3.367,0.3146,17
1529,LOOKSUSDT,IOTAUSDT,0.0448,-3.3783,-3.367,2.1915,17
1551,LPTUSDT,BSVUSDT,0.0034,-4.222,-3.367,0.3351,17
2058,SSVUSDT,UNIUSDT,0.0175,-3.7165,-3.367,2.1503,17
1576,LPTUSDT,SUSHIUSDT,0.0005,-4.7444,-3.367,6.4588,17
1663,MAGICUSDT,CVCUSDT,0.0,-5.7816,-3.367,5.8384,17
1124,JOEUSDT,DGBUSDT,0.0,-13.2335,-3.367,25.0463,17
1582,LPTUSDT,YGGUSDT,0.0287,-3.5442,-3.367,7.7747,17
1597,LRCUSDT,VETUSDT,0.0121,-3.836,-3.367,17.1439,17
2033,SFPUSDT,1000LUNCUSDT,0.0442,-3.3837,-3.367,5.0613,17
2031,RUNEUSDT,RADUSDT,0.0372,-3.4487,-3.367,5.1421,17
1115,JOEUSDT,CROUSDT,0.0,-13.1815,-3.367,0.8663,17
1641,MAGICUSDT,BLURUSDT,0.0,-5.7822,-3.367,3.0329,17
1210,JOEUSDT,RNDRUSDT,0.0,-13.7456,-3.367,0.1306,17
0,10000LADYSUSDT,1000BONKUSDT,0.0306,-3.5209,-3.367,0.5156,17
1085,JOEUSDT,ARBUSDT,0.0,-13.299,-3.367,0.3449,17
790,EGLDUSDT,LRCUSDT,0.028,-3.553,-3.367,138.8824,17
671,CRVUSDT,10000NFTUSDT,0.044,-3.3858,-3.367,258.8147,17
266,ANKRUSDT,BSVUSDT,0.0187,-3.6938,-3.367,0.0009,17
713,DARUSDT,HBARUSDT,0.0229,-3.6231,-3.367,1.2395,17
330,ARBUSDT,1000FLOKIUSDT,0.0345,-3.4773,-3.367,36.6875,17
186,AGIXUSDT,IDUSDT,0.0079,-3.9724,-3.367,0.8041,17
877,FLOWUSDT,SUSHIUSDT,0.0394,-3.4274,-3.367,1.7811,17
649,CKBUSDT,FETUSDT,0.0101,-3.8956,-3.367,0.0253,17
874,FLOWUSDT,RENUSDT,0.0072,-3.9997,-3.367,15.2163,17
515,BLZUSDT,IOTAUSDT,0.0001,-5.0828,-3.367,0.117,17
775,DYDXUSDT,LQTYUSDT,0.0296,-3.5331,-3.367,7.3501,17
871,FLOWUSDT,LRCUSDT,0.0002,-4.9387,-3.367,5.245,17
561,BLZUSDT,THETAUSDT,0.0001,-5.2082,-3.367,0.0151,17
642,CFXUSDT,NEOUSDT,0.0447,-3.3793,-3.367,0.0147,17
169,ADAUSDT,OMGUSDT,0.0009,-4.5711,-3.367,0.1619,17
640,CFXUSDT,CRVUSDT,0.0399,-3.4226,-3.367,0.0684,17
175,ADAUSDT,TWTUSDT,0.0279,-3.5539,-3.367,0.8985,17
634,CELRUSDT,TRUUSDT,0.0415,-3.4078,-3.367,1.4227,17
394,BATUSDT,SUSHIUSDT,0.02,-3.6702,-3.367,0.192,17
714,DARUSDT,HIGHUSDT,0.0414,-3.4087,-3.367,0.1772,17
430,BLURUSDT,MTLUSDT,0.0348,-3.4732,-3.367,0.3516,17
216,AKROUSDT,KLAYUSDT,0.0024,-4.3166,-3.367,0.0039,17
208,AKROUSDT,BATUSDT,0.0401,-3.4212,-3.367,0.0044,17
333,ARBUSDT,COTIUSDT,0.0005,-4.7109,-3.367,4.2946,17
148,ACHUSDT,BAKEUSDT,0.0007,-4.6482,-3.367,0.0398,17
824,ENSUSDT,SSVUSDT,0.0076,-3.9809,-3.367,1.1666,17
332,ARBUSDT,BSVUSDT,0.0175,-3.7155,-3.367,0.0127,17
142,1INCHUSDT,TRUUSDT,0.0226,-3.6284,-3.367,31.807,17
331,ARBUSDT,1INCHUSDT,0.008,-3.9663,-3.367,0.6433,17
366,AUDIOUSDT,CTKUSDT,0.0451,-3.3758,-3.367,0.8959,17
194,AGIXUSDT,SUSHIUSDT,0.0232,-3.619,-3.367,0.0692,17
417,BLURUSDT,10000NFTUSDT,0.0129,-3.8172,-3.367,37.5074,17
1687,MAGICUSDT,FTMUSDT,0.0,-6.4125,-3.367,0.9085,16
1741,MAGICUSDT,OCEANUSDT,0.0,-6.1434,-3.367,5.3097,16
753,DUSKUSDT,C98USDT,0.0223,-3.633,-3.367,0.1867,16
1555,LPTUSDT,CTKUSDT,0.0,-5.6535,-3.367,23.0897,16
1035,IOTXUSDT,CEEKUSDT,0.0107,-3.8775,-3.367,0.6652,16
44,10000LADYSUSDT,HBARUSDT,0.0044,-4.1491,-3.367,0.0013,16
1398,LEVERUSDT,FTMUSDT,0.035,-3.4716,-3.367,0.0007,16
1855,MTLUSDT,CROUSDT,0.0172,-3.7222,-3.367,3.1617,16
1804,MANAUSDT,LQTYUSDT,0.0172,-3.7222,-3.367,1.8948,16
37,10000LADYSUSDT,FLOWUSDT,0.0208,-3.6572,-3.367,0.0,16
1739,MAGICUSDT,NEOUSDT,0.0,-5.8329,-3.367,0.0996,16
341,ARBUSDT,TLMUSDT,0.0384,-3.437,-3.367,5.589,16
490,BLZUSDT,ETHWUSDT,0.0059,-4.0576,-3.367,0.0156,16
1798,MANAUSDT,CFXUSDT,0.0153,-3.7596,-3.367,10.5472,16
84,1000BONKUSDT,SLPUSDT,0.0053,-4.0929,-3.367,0.0253,16
1854,MTLUSDT,COTIUSDT,0.042,-3.4033,-3.367,5.4055,16
794,EGLDUSDT,ZRXUSDT,0.0322,-3.5024,-3.367,473.6841,16
324,APEUSDT,VETUSDT,0.0401,-3.4209,-3.367,95.0854,16
1015,ILVUSDT,RLCUSDT,0.0019,-4.387,-3.367,600.6766,16
1814,MASKUSDT,DYDXUSDT,0.0355,-3.4659,-3.367,0.6085,16
764,DUSKUSDT,TUSDT,0.0104,-3.8862,-3.367,15.2557,16
115,1000LUNCUSDT,ENSUSDT,0.0058,-4.0621,-3.367,0.0065,16
765,DUSKUSDT,UNIUSDT,0.0023,-4.3356,-3.367,0.0375,16
1140,JOEUSDT,FLMUSDT,0.0,-8.0796,-3.367,2.798,16
1524,LOOKSUSDT,GFTUSDT,0.02,-3.6697,-3.367,39.0025,16
2048,SLPUSDT,ZENUSDT,0.0112,-3.8616,-3.367,0.0005,16
1720,MAGICUSDT,LDOUSDT,0.0,-5.7932,-3.367,0.9389,16
667,CROUSDT,GRTUSDT,0.0099,-3.9006,-3.367,1.0286,16
1014,ILVUSDT,OCEANUSDT,0.0,-5.6714,-3.367,2445.6887,16
996,IDUSDT,1000BTTUSDT,0.0211,-3.6511,-3.367,281.116,16
1013,ILVUSDT,FLRUSDT,0.0455,-3.3728,-3.367,37754.6581,16
121,1000LUNCUSDT,LRCUSDT,0.0005,-4.7522,-3.367,0.1276,16
58,10000LADYSUSDT,LRCUSDT,0.0103,-3.8885,-3.367,0.0002,16
785,EGLDUSDT,DASHUSDT,0.0278,-3.5547,-3.367,1.5147,16
57,10000LADYSUSDT,LQTYUSDT,0.0014,-4.456,-3.367,0.0003,16
296,ANTUSDT,HFTUSDT,0.0043,-4.1506,-3.367,11.409,16
1000,IDUSDT,DUSKUSDT,0.0003,-4.8455,-3.367,0.8348,16
1157,JOEUSDT,HOTUSDT,0.0,-13.1923,-3.367,124.1413,16
997,IDUSDT,APEUSDT,0.0325,-3.4983,-3.367,0.0429,16
825,ENSUSDT,SUIUSDT,0.0338,-3.4841,-3.367,41.5462,16
759,DUSKUSDT,KDAUSDT,0.0239,-3.6093,-3.367,0.1273,16
751,DUSKUSDT,ADAUSDT,0.0127,-3.8216,-3.367,0.3121,16
728,DASHUSDT,TLMUSDT,0.025,-3.5932,-3.367,731.9817,16
33,10000LADYSUSDT,EGLDUSDT,0.0096,-3.9113,-3.367,0.0,16
870,FLOWUSDT,LQTYUSDT,0.0181,-3.7042,-3.367,5.7376,16
1666,MAGICUSDT,DASHUSDT,0.0,-5.9158,-3.367,0.0121,16
1662,MAGICUSDT,CTSIUSDT,0.0,-5.7771,-3.367,6.8983,16
929,HBARUSDT,EDUUSDT,0.0082,-3.9611,-3.367,0.388,16
1661,MAGICUSDT,CTKUSDT,0.0,-5.8041,-3.367,1.3225,16
1459,LEVERUSDT,PHBUSDT,0.0179,-3.7081,-3.367,0.002,16
1944,ONTUSDT,ALGOUSDT,0.0395,-3.426,-3.367,0.153,16
1607,MAGICUSDT,1000BTTUSDT,0.0,-6.0249,-3.367,1315.9127,16
78,10000LADYSUSDT,VETUSDT,0.0084,-3.9502,-3.367,0.0042,16
2085,STORJUSDT,KSMUSDT,0.0195,-3.6792,-3.367,0.0049,16
1460,LEVERUSDT,QNTUSDT,0.0228,-3.6254,-3.367,0.0,16
20,10000LADYSUSDT,C98USDT,0.0036,-4.2011,-3.367,0.0002,16
565,BLZUSDT,TUSDT,0.0005,-4.7485,-3.367,3.0529,16
726,DASHUSDT,KSMUSDT,0.0363,-3.4582,-3.367,0.5279,16
11,10000LADYSUSDT,ARBUSDT,0.0457,-3.371,-3.367,0.0003,16
1985,QTUMUSDT,ICXUSDT,0.0395,-3.4266,-3.367,19.7146,16
1086,JOEUSDT,ARPAUSDT,0.0,-13.2929,-3.367,9.7801,16
903,GLMRUSDT,LITUSDT,0.0013,-4.4833,-3.367,0.8289,16
1653,MAGICUSDT,CHZUSDT,0.0,-6.1156,-3.367,6.0207,16
73,10000LADYSUSDT,SUSHIUSDT,0.0443,-3.3825,-3.367,0.0001,16
199,AGLDUSDT,ICXUSDT,0.0028,-4.2717,-3.367,1.2469,16
7,10000LADYSUSDT,AGIXUSDT,0.0088,-3.9392,-3.367,0.0011,16
75,10000LADYSUSDT,TRUUSDT,0.0183,-3.7008,-3.367,0.0072,16
719,DARUSDT,SLPUSDT,0.0081,-3.9634,-3.367,13.0509,16
2081,STORJUSDT,IDUSDT,0.0019,-4.3828,-3.367,3.299,16
597,BSWUSDT,ILVUSDT,0.025,-3.5929,-3.367,0.0007,16
176,AGIXUSDT,ALGOUSDT,0.0175,-3.7157,-3.367,0.2205,16
526,BLZUSDT,LINAUSDT,0.0101,-3.894,-3.367,7.7132,16
1586,LQTYUSDT,OMGUSDT,0.0391,-3.43,-3.367,0.1715,16
66,10000LADYSUSDT,SFPUSDT,0.041,-3.4127,-3.367,0.0003,16
1887,MTLUSDT,VETUSDT,0.0193,-3.6826,-3.367,15.9445,16
1888,MTLUSDT,XEMUSDT,0.0159,-3.7475,-3.367,13.3902,16
